Date,Actual,Predicted,Naive
2024-02-29,2182.5,2040.0689940320908,2045.699951171875
2024-03-01,2160.39990234375,2072.7845146945147,2086.89990234375
2024-03-04,2175.39990234375,2101.245611909605,2117.699951171875
2024-03-05,2163.0,2117.5162992676846,2133.5
2024-03-06,2157.300048828125,2135.246417427609,2150.300048828125
2024-03-07,2160.699951171875,2145.7122171472565,2158.0
2024-03-08,2156.300048828125,2164.850812689204,2178.60009765625
2024-03-11,2157.89990234375,2172.677907471498,2182.5
2024-03-12,2182.39990234375,2157.717525307976,2160.39990234375
2024-03-13,2158.10009765625,2166.447919512868,2175.39990234375
2024-03-14,2174.800048828125,2159.5160600233858,2163.0
2024-03-15,2175.60009765625,2154.5392611583597,2157.300048828125
2024-03-18,2190.60009765625,2156.351670265557,2160.699951171875
2024-03-19,2217.39990234375,2152.5387258519418,2156.300048828125
2024-03-20,2236.5,2153.9976054751974,2157.89990234375
2024-03-21,2261.0,2173.2986271534464,2182.39990234375
2024-03-22,2294.39990234375,2158.626922395772,2158.10009765625
2024-03-25,2288.800048828125,2170.3586939061165,2174.800048828125
2024-03-26,2325.699951171875,2173.155516703649,2175.60009765625
2024-03-27,2331.699951171875,2184.03742801821,2190.60009765625
2024-03-28,2343.5,2205.8319203476276,2217.39990234375
2024-04-01,2329.60009765625,2223.3512057356575,2236.5
2024-04-02,2354.800048828125,2243.398503638398,2261.0
2024-04-03,2356.199951171875,2274.1853182957443,2294.39990234375
2024-04-04,2365.800048828125,2276.3974097474975,2288.800048828125
2024-04-05,2390.800048828125,2304.8113439238728,2325.699951171875
2024-04-08,2371.699951171875,2315.687732175614,2331.699951171875
2024-04-09,2382.300048828125,2326.096813558751,2343.5
2024-04-10,2398.39990234375,2318.63333132356,2329.60009765625
2024-04-11,2332.199951171875,2335.527266232691,2354.800048828125
2024-04-12,2327.699951171875,2338.874065281176,2356.199951171875
2024-04-15,2324.5,2348.8909286344615,2365.800048828125
2024-04-16,2329.800048828125,2367.042797355849,2390.800048828125
2024-04-17,2334.800048828125,2359.641546669826,2371.699951171875
2024-04-18,2345.39990234375,2365.0767459858475,2382.300048828125
2024-04-19,2291.39990234375,2380.2699285323592,2398.39990234375
2024-04-22,2299.89990234375,2336.497728211555,2332.199951171875
2024-04-23,2299.199951171875,2324.8836903733927,2327.699951171875
2024-04-24,2299.0,2320.78416254748,2324.5
2024-04-25,2321.60009765625,2322.206932550962,2329.800048828125
2024-04-26,2315.199951171875,2326.5736308540654,2334.800048828125
2024-04-29,2313.60009765625,2333.809397064918,2345.39990234375
2024-04-30,2332.10009765625,2295.678797296732,2291.39990234375
2024-05-01,2367.300048828125,2297.920068002864,2299.89990234375
2024-05-02,2336.10009765625,2297.788269013663,2299.199951171875
2024-05-03,2353.39990234375,2297.158381231141,2299.0
2024-05-06,2388.699951171875,2311.2386640882787,2321.60009765625
2024-05-07,2380.0,2308.4042431355733,2315.199951171875
2024-05-08,2412.199951171875,2304.40811428705,2313.60009765625
2024-05-09,2433.89990234375,2319.7133901323837,2332.10009765625
2024-05-10,2421.699951171875,2345.7781389952447,2367.300048828125
2024-05-13,2389.199951171875,2329.5425738139434,2336.10009765625
2024-05-14,2335.0,2337.870473011694,2353.39990234375
2024-05-15,2332.5,2364.4134190445448,2388.699951171875
2024-05-16,2355.199951171875,2364.2104084597954,2380.0
2024-05-17,2340.300048828125,2387.2646250951016,2412.199951171875
2024-05-20,2342.89990234375,2406.970788783233,2433.89990234375
2024-05-21,2322.89990234375,2401.3852556685374,2421.699951171875
2024-05-22,2346.60009765625,2380.858366866253,2389.199951171875
2024-05-23,2325.5,2338.733836088772,2335.0
2024-05-24,2354.10009765625,2327.340328085422,2332.5
2024-05-28,2370.300048828125,2342.0207992620312,2355.199951171875
2024-05-29,2305.199951171875,2331.445349415314,2340.300048828125
2024-05-30,2307.699951171875,2329.2296168862217,2342.89990234375
2024-05-31,2307.5,2314.875397526656,2322.89990234375
2024-06-03,2336.0,2329.8208501916265,2346.60009765625
2024-06-04,2300.199951171875,2320.4095204144674,2325.5
2024-06-05,2331.39990234375,2339.130012226225,2354.10009765625
2024-06-06,2312.39990234375,2352.019750468298,2370.300048828125
2024-06-07,2330.39990234375,2310.596391591567,2305.199951171875
2024-06-10,2353.800048828125,2303.246234240548,2307.699951171875
2024-06-11,2316.39990234375,2304.260979374983,2307.5
2024-06-12,2330.0,2322.4833971634384,2336.0
2024-06-13,2316.60009765625,2302.092837716129,2300.199951171875
2024-06-14,2299.199951171875,2316.4480009128874,2331.39990234375
2024-06-17,2324.5,2305.7578645476897,2312.39990234375
2024-06-18,2327.699951171875,2319.557559055583,2330.39990234375
2024-06-20,2327.60009765625,2337.6581218151628,2353.800048828125
2024-06-21,2323.0,2316.0078812119295,2316.39990234375
2024-06-24,2359.800048828125,2318.835815778136,2330.0
2024-06-25,2388.5,2313.2377610139897,2316.60009765625
2024-06-26,2355.199951171875,2297.205380453444,2299.199951171875
2024-06-27,2360.10009765625,2314.014936921419,2324.5
2024-06-28,2372.199951171875,2317.406529309144,2327.699951171875
2024-07-01,2415.0,2315.359184580016,2327.60009765625
2024-07-02,2414.0,2313.954150212627,2323.0
2024-07-03,2422.89990234375,2336.891881110387,2359.800048828125
2024-07-05,2462.39990234375,2362.165513733928,2388.5
2024-07-08,2454.800048828125,2344.7607462930428,2355.199951171875
2024-07-09,2451.800048828125,2342.9138436782932,2360.10009765625
2024-07-10,2395.5,2352.6866185492,2372.199951171875
2024-07-11,2392.0,2385.70553550446,2415.0
2024-07-12,2404.60009765625,2393.4983080637617,2414.0
2024-07-15,2413.300048828125,2399.14561915145,2422.89990234375
2024-07-16,2351.89990234375,2428.0179467485445,2462.39990234375
2024-07-17,2380.0,2433.2185094460974,2454.800048828125
2024-07-18,2377.300048828125,2432.3315430012685,2451.800048828125
2024-07-19,2405.0,2394.79293102386,2395.5
2024-07-22,2426.5,2382.3224201368835,2392.0
2024-07-23,2435.0,2390.202082563787,2404.60009765625
2024-07-24,2425.699951171875,2397.479875590804,2413.300048828125
2024-07-25,2401.699951171875,2353.872082893521,2351.89990234375
2024-07-26,2389.10009765625,2363.935493998095,2380.0
2024-07-29,2390.5,2364.4329151200227,2377.300048828125
2024-07-30,2422.199951171875,2386.2588942109596,2405.0
2024-07-31,2432.10009765625,2405.4738733718455,2426.5
2024-08-01,2462.39990234375,2413.8370847739975,2435.0
2024-08-02,2466.699951171875,2409.7194599385343,2425.699951171875
2024-08-05,2439.39990234375,2397.0666982798725,2401.699951171875
2024-08-06,2453.10009765625,2384.5841008104658,2389.10009765625
2024-08-07,2498.60009765625,2383.700138756871,2390.5
2024-08-08,2501.800048828125,2403.534930141631,2422.199951171875
2024-08-09,2511.300048828125,2413.359083315122,2432.10009765625
2024-08-12,2508.39990234375,2434.9854912462083,2462.39990234375
2024-08-13,2478.89990234375,2443.5955332161075,2466.699951171875
2024-08-14,2508.39990234375,2427.8742777076336,2439.39990234375
2024-08-15,2517.699951171875,2435.1218527350957,2453.10009765625
2024-08-16,2516.0,2469.9855568658477,2498.60009765625
2024-08-19,2501.0,2478.759605618372,2501.800048828125
2024-08-20,2525.699951171875,2487.241383140803,2511.300048828125
2024-08-21,2493.800048828125,2486.4069248492265,2508.39990234375
2024-08-22,2489.89990234375,2467.020749597034,2478.89990234375
2024-08-23,2493.39990234375,2486.2694043976076,2508.39990234375
