Date,Actual,Predicted,Naive
2024-02-29,2086.89990234375,2044.095628560122,2045.699951171875
2024-03-01,2117.699951171875,2083.319319085731,2086.89990234375
2024-03-04,2133.5,2114.430796037562,2117.699951171875
2024-03-05,2150.300048828125,2131.6302382589797,2133.5
2024-03-06,2158.0,2147.283644418594,2150.300048828125
2024-03-07,2178.60009765625,2155.0018705969337,2158.0
2024-03-08,2182.5,2173.6853091603634,2178.60009765625
2024-03-11,2160.39990234375,2178.2156030778974,2182.5
2024-03-12,2175.39990234375,2158.7527891364507,2160.39990234375
2024-03-13,2163.0,2172.0469346350583,2175.39990234375
2024-03-14,2157.300048828125,2161.8841095754906,2163.0
2024-03-15,2160.699951171875,2156.3322185421257,2157.300048828125
2024-03-18,2156.300048828125,2159.4257658248894,2160.699951171875
2024-03-19,2157.89990234375,2156.6224666018206,2156.300048828125
2024-03-20,2182.39990234375,2158.412400143629,2157.89990234375
2024-03-21,2158.10009765625,2180.5288846230337,2182.39990234375
2024-03-22,2174.800048828125,2160.3577994751013,2158.10009765625
2024-03-25,2175.60009765625,2173.8625874787604,2174.800048828125
2024-03-26,2190.60009765625,2175.392504233518,2175.60009765625
2024-03-27,2217.39990234375,2189.34975498048,2190.60009765625
2024-03-28,2236.5,2214.881197038382,2217.39990234375
2024-04-01,2261.0,2234.111134146808,2236.5
2024-04-02,2294.39990234375,2258.8955717039757,2261.0
2024-04-03,2288.800048828125,2289.9690539680896,2294.39990234375
2024-04-04,2325.699951171875,2286.99878619912,2288.800048828125
2024-04-05,2331.699951171875,2319.7620266321155,2325.699951171875
2024-04-08,2343.5,2327.5809873752537,2331.699951171875
2024-04-09,2329.60009765625,2338.9782215037358,2343.5
2024-04-10,2354.800048828125,2326.6453154739997,2329.60009765625
2024-04-11,2356.199951171875,2349.20771914254,2354.800048828125
2024-04-12,2365.800048828125,2353.1977436390525,2356.199951171875
2024-04-15,2390.800048828125,2361.4678061263558,2365.800048828125
2024-04-16,2371.699951171875,2386.5421226713747,2390.800048828125
2024-04-17,2382.300048828125,2370.882215311421,2371.699951171875
2024-04-18,2398.39990234375,2379.3159236107185,2382.300048828125
2024-04-19,2332.199951171875,2394.0883894399067,2398.39990234375
2024-04-22,2327.699951171875,2334.93260549533,2332.199951171875
2024-04-23,2324.5,2325.5432905667153,2327.699951171875
2024-04-24,2329.800048828125,2322.907333902792,2324.5
2024-04-25,2334.800048828125,2329.289789258491,2329.800048828125
2024-04-26,2345.39990234375,2333.924822515845,2334.800048828125
2024-04-29,2291.39990234375,2345.0953219563166,2345.39990234375
2024-04-30,2299.89990234375,2297.114003355403,2291.39990234375
2024-05-01,2299.199951171875,2298.2438461019883,2299.89990234375
2024-05-02,2299.0,2298.260027603225,2299.199951171875
2024-05-03,2321.60009765625,2298.075523556428,2299.0
2024-05-06,2315.199951171875,2319.304972974049,2321.60009765625
2024-05-07,2313.60009765625,2315.3668763795076,2315.199951171875
2024-05-08,2332.10009765625,2313.8558072459623,2313.60009765625
2024-05-09,2367.300048828125,2328.2632022494217,2332.10009765625
2024-05-10,2336.10009765625,2362.163169866993,2367.300048828125
2024-05-13,2353.39990234375,2335.4152504024773,2336.10009765625
2024-05-14,2388.699951171875,2348.334594531914,2353.39990234375
2024-05-15,2380.0,2383.0714196607933,2388.699951171875
2024-05-16,2412.199951171875,2376.8870245794133,2380.0
2024-05-17,2433.89990234375,2405.255914741603,2412.199951171875
2024-05-20,2421.699951171875,2427.9420929192147,2433.89990234375
2024-05-21,2389.199951171875,2419.381611310274,2421.699951171875
2024-05-22,2335.0,2386.251399534141,2389.199951171875
2024-05-23,2332.5,2333.757442146408,2335.0
2024-05-24,2355.199951171875,2328.9042192409256,2332.5
2024-05-28,2340.300048828125,2349.771239089271,2355.199951171875
2024-05-29,2342.89990234375,2339.6880944610066,2340.300048828125
2024-05-30,2322.89990234375,2342.803355227213,2342.89990234375
2024-05-31,2346.60009765625,2324.831856127724,2322.89990234375
2024-06-03,2325.5,2344.5495852238823,2346.60009765625
2024-06-04,2354.10009765625,2324.5478791153755,2325.5
2024-06-05,2370.300048828125,2349.4511885646925,2354.10009765625
2024-06-06,2305.199951171875,2367.598429526565,2370.300048828125
2024-06-07,2307.699951171875,2307.912945492375,2305.199951171875
2024-06-10,2307.5,2305.284321046036,2307.699951171875
2024-06-11,2336.0,2304.6660678971,2307.5
2024-06-12,2300.199951171875,2332.4452298660435,2336.0
2024-06-13,2331.39990234375,2300.6228126592423,2300.199951171875
2024-06-14,2312.39990234375,2328.179891506614,2331.39990234375
2024-06-17,2330.39990234375,2314.225480230113,2312.39990234375
2024-06-18,2353.800048828125,2326.6189355813876,2330.39990234375
2024-06-20,2316.39990234375,2349.4881807401266,2353.800048828125
2024-06-21,2330.0,2316.434532080201,2316.39990234375
2024-06-24,2316.60009765625,2327.2758638858245,2330.0
2024-06-25,2299.199951171875,2314.187764634618,2316.60009765625
2024-06-26,2324.5,2298.3471307211194,2299.199951171875
2024-06-27,2327.699951171875,2319.8161958006094,2324.5
2024-06-28,2327.60009765625,2325.50127697015,2327.699951171875
2024-07-01,2323.0,2326.7980817173566,2327.60009765625
2024-07-02,2359.800048828125,2320.855053020082,2323.0
2024-07-03,2388.5,2354.9575132662676,2359.800048828125
2024-07-05,2355.199951171875,2383.4234462067316,2388.5
2024-07-08,2360.10009765625,2353.358445765617,2355.199951171875
2024-07-09,2372.199951171875,2355.7744489386323,2360.10009765625
2024-07-10,2415.0,2367.222480009946,2372.199951171875
2024-07-11,2414.0,2407.512801229053,2415.0
2024-07-12,2422.89990234375,2409.2399199172337,2414.0
2024-07-15,2462.39990234375,2418.409940351274,2422.89990234375
2024-07-16,2454.800048828125,2456.6398875115538,2462.39990234375
2024-07-17,2451.800048828125,2450.822753045555,2454.800048828125
2024-07-18,2395.5,2446.739472122179,2451.800048828125
2024-07-19,2392.0,2394.3829796469777,2395.5
2024-07-22,2404.60009765625,2388.255081280296,2392.0
2024-07-23,2413.300048828125,2399.738935732446,2404.60009765625
2024-07-24,2351.89990234375,2409.4170781869993,2413.300048828125
2024-07-25,2380.0,2355.6632262411404,2351.89990234375
2024-07-26,2377.300048828125,2377.1584012782905,2380.0
2024-07-29,2405.0,2377.5508150139353,2377.300048828125
2024-07-30,2426.5,2400.846849643796,2405.0
2024-07-31,2435.0,2422.7811019870705,2426.5
2024-08-01,2425.699951171875,2432.7038232598684,2435.0
2024-08-02,2401.699951171875,2425.1957615445504,2425.699951171875
2024-08-05,2389.10009765625,2399.090334334001,2401.699951171875
