Date,Close,USDINR,DXY,Interest_Rate,CPI,MA7,MA30,Lag1,Lag7,Return,Volatility
2026-07-17,3995.5,96.34249877929688,100.7490005493164,3.63,332.568,4045.4143415178573,4146.363338216146,3985.60009765625,4070.89990234375,0.0024839176287585474,131.24607249348662
